,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,1.0,1.0,0.99999654,0.0,1.0,1.0,1.0,0.99995315,0.9973073,0.0,0.0,0.89326966,0.0,0.0,0.0,0.0,0.0,0.9079401,0.0,0.0009020269,0.0,1.0,1.0,0.9999995,1.0,1.0,1.0,0.083906054,0.0,0.00016868114,1.0,1.0,1.0,0.94716567,0.0,0.99999994,1.0,1.0,0.999975,0.013486177,0.0,0.0,0.00015801191,0.0,0.0,0.0,0.0,0.0,0.015101522,0.0,0.0010535717,0.0,1.0,1.0,0.9999992,1.0,1.0,1.0,0.21846461,0.0,0.9970033,1.0,1.0,1.0,0.99864244,0.0,1.0,1.0,1.0,0.99994314,0.99966776,0.0,0.0,0.17792031,0.0,0.0,0.0,0.0,0.0,0.989673,0.0,0.0014296472,0.0,1.0,1.0,0.99999714,1.0,1.0,1.0,0.0720613,0.0,0.9783337,1.0,1.0,1.0,0.99662375,0.0,0.99999833,1.0,1.0,0.99967456,0.19460285,0.0,0.0,0.003471017,2.9802322e-08,0.0,0.0,0.0,0.0,0.94526154,0.0,0.45557085,0.0,1.0,1.0,0.9999981,1.0,1.0,1.0,0.96687526,0.0,0.8420915,1.0,1.0,1.0,0.9546659,0.0,0.9999999,1.0,1.0,0.99996126,0.6273923,0.0,0.0,0.0038518608,0.0,0.0,0.0,0.0,0.0,0.8873652,0.0,0.09408164,0.0,1.0,1.0,0.99972636,1.0,1.0,1.0,0.0021855235,0.0,0.17614603,1.0
1,1.0,1.0,0.9999963,0.0,1.0,1.0,1.0,0.9999535,0.9974269,0.0,0.0,0.8909931,0.0,0.0,0.0,0.0,0.0,0.9074727,0.0,0.0009691119,0.0,1.0,1.0,0.9999995,1.0,1.0,1.0,0.07717681,0.0,0.00017076731,1.0,1.0,1.0,0.94595504,0.0,0.99999994,1.0,1.0,0.99997306,0.014855355,0.0,0.0,0.00017347932,0.0,0.0,0.0,0.0,0.0,0.015486747,0.0,0.0010938346,0.0,1.0,1.0,0.99999917,1.0,1.0,1.0,0.21913606,0.0,0.9968362,1.0,1.0,1.0,0.9985384,0.0,1.0,1.0,1.0,0.99994004,0.9996548,0.0,0.0,0.18183708,0.0,0.0,0.0,0.0,0.0,0.98922676,0.0,0.0014892519,0.0,1.0,1.0,0.99999714,1.0,1.0,1.0,0.07135427,0.0,0.9785409,1.0,1.0,1.0,0.996686,0.0,0.9999982,1.0,1.0,0.99965453,0.19692895,0.0,0.0,0.0034504533,8.940697e-08,0.0,0.0,0.0,0.0,0.95015436,0.0,0.45367897,0.0,1.0,1.0,0.99999785,1.0,1.0,1.0,0.9659142,0.0,0.8427943,1.0,1.0,1.0,0.95547616,0.0,0.9999999,1.0,1.0,0.9999582,0.6196916,0.0,0.0,0.0043768883,0.0,0.0,0.0,0.0,0.0,0.88754255,0.0,0.09281847,0.0,1.0,1.0,0.9997175,1.0,1.0,1.0,0.0020713508,0.0,0.17645624,1.0
2,1.0,1.0,0.99999624,0.0,1.0,1.0,1.0,0.9999503,0.99740285,0.0,0.0,0.89052105,0.0,0.0,0.0,0.0,0.0,0.9082974,0.0,0.000941813,0.0,1.0,1.0,0.9999995,1.0,1.0,1.0,0.077828765,0.0,0.0001784563,1.0,1.0,1.0,0.944471,0.0,1.0,1.0,1.0,0.99997187,0.014806539,0.0,0.0,0.00017219782,0.0,0.0,0.0,0.0,0.0,0.015844852,0.0,0.0011097193,0.0,1.0,1.0,0.99999917,1.0,1.0,1.0,0.2213412,0.0,0.9969344,1.0,1.0,1.0,0.99853027,0.0,1.0,1.0,1.0,0.99993914,0.9996531,0.0,0.0,0.1793328,0.0,0.0,0.0,0.0,0.0,0.9894276,0.0,0.001459837,0.0,1.0,1.0,0.99999696,1.0,1.0,1.0,0.07393363,0.0,0.9790815,1.0,1.0,1.0,0.99637157,0.0,0.9999983,1.0,1.0,0.99966097,0.19585553,0.0,0.0,0.0033002496,8.940697e-08,0.0,0.0,0.0,0.0,0.94551325,0.0,0.447038,0.0,1.0,1.0,0.999998,1.0,1.0,1.0,0.96671516,0.0,0.8412746,1.0,1.0,1.0,0.9561222,0.0,0.9999999,1.0,1.0,0.999956,0.6264595,0.0,0.0,0.0041419566,0.0,0.0,0.0,0.0,0.0,0.8857732,0.0,0.09859592,0.0,1.0,1.0,0.99971944,1.0,1.0,1.0,0.0021587014,0.0,0.17071593,1.0
3,1.0,1.0,0.999997,0.0,1.0,1.0,1.0,0.99996054,0.9976393,0.0,0.0,0.8931006,0.0,0.0,0.0,0.0,0.0,0.9156158,0.0,0.0007906556,0.0,1.0,1.0,0.99999964,1.0,1.0,1.0,0.078603745,0.0,0.00014820695,1.0,1.0,1.0,0.9463439,0.0,0.9999999,1.0,1.0,0.99997926,0.013401926,0.0,0.0,0.00013682246,0.0,0.0,0.0,0.0,0.0,0.014215082,0.0,0.0009974539,0.0,1.0,1.0,0.99999934,1.0,1.0,1.0,0.23292449,0.0,0.99717915,1.0,1.0,1.0,0.99873984,0.0,1.0,1.0,1.0,0.9999437,0.99968237,0.0,0.0,0.17789507,0.0,0.0,0.0,0.0,0.0,0.9895681,0.0,0.001354456,0.0,1.0,1.0,0.9999976,1.0,1.0,1.0,0.07139504,0.0,0.97756195,1.0,1.0,1.0,0.9966744,0.0,0.99999857,1.0,1.0,0.9997007,0.20099619,0.0,0.0,0.0031299293,2.9802322e-08,0.0,0.0,0.0,0.0,0.9508507,0.0,0.44038954,0.0,1.0,1.0,0.9999982,1.0,1.0,1.0,0.9654745,0.0,0.8517481,1.0,1.0,1.0,0.9571464,0.0,1.0,1.0,1.0,0.9999648,0.6291156,0.0,0.0,0.0037678182,0.0,0.0,0.0,0.0,0.0,0.8973758,0.0,0.097062886,0.0,1.0,1.0,0.9997519,1.0,1.0,1.0,0.002105713,0.0,0.16947979,1.0
4,1.0,1.0,0.99999595,0.0,1.0,1.0,1.0,0.999948,0.99738616,0.0,0.0,0.8957346,0.0,0.0,0.0,0.0,0.0,0.90272975,0.0,0.0009419322,0.0,1.0,1.0,0.99999946,1.0,1.0,1.0,0.07639623,0.0,0.00018253922,1.0,1.0,1.0,0.9458231,0.0,0.9999999,1.0,1.0,0.9999722,0.014994264,0.0,0.0,0.00018429756,0.0,0.0,0.0,0.0,0.0,0.015166104,0.0,0.0012122095,0.0,1.0,1.0,0.99999905,1.0,1.0,1.0,0.21715832,0.0,0.99695337,1.0,1.0,1.0,0.99851024,0.0,1.0,1.0,1.0,0.9999384,0.99965954,0.0,0.0,0.1876544,0.0,0.0,0.0,0.0,0.0,0.9894872,0.0,0.0015143752,0.0,1.0,1.0,0.99999684,1.0,1.0,1.0,0.08120251,0.0,0.9782386,1.0,1.0,1.0,0.99642795,0.0,0.9999982,1.0,1.0,0.99962455,0.19388673,0.0,0.0,0.0035814047,2.9802322e-08,0.0,0.0,0.0,0.0,0.9458726,0.0,0.46040872,0.0,1.0,1.0,0.99999774,1.0,1.0,1.0,0.9660449,0.0,0.8493357,1.0,1.0,1.0,0.9530315,0.0,0.9999999,1.0,1.0,0.99995553,0.6127581,0.0,0.0,0.004887253,0.0,0.0,0.0,0.0,0.0,0.8807608,0.0,0.096303076,0.0,1.0,1.0,0.999717,1.0,1.0,1.0,0.0022181869,0.0,0.18408051,1.0
5,1.0,1.0,0.99999547,0.0,1.0,1.0,1.0,0.9999466,0.99709773,0.0,0.0,0.89904016,0.0,0.0,0.0,0.0,0.0,0.898425,0.0,0.0010767579,0.0,1.0,1.0,0.9999995,1.0,1.0,1.0,0.07555416,0.0,0.00020211935,1.0,1.0,1.0,0.94406545,0.0,0.99999994,1.0,1.0,0.99997056,0.014977574,0.0,0.0,0.00021511316,0.0,0.0,0.0,0.0,0.0,0.015489787,0.0,0.0012256503,0.0,1.0,1.0,0.9999988,1.0,1.0,1.0,0.21867242,0.0,0.99693334,1.0,1.0,1.0,0.99841845,0.0,0.99999994,1.0,1.0,0.99992836,0.9996494,0.0,0.0,0.1878762,0.0,0.0,0.0,0.0,0.0,0.98864007,0.0,0.0016287267,0.0,1.0,1.0,0.99999624,1.0,1.0,1.0,0.07905087,0.0,0.97858936,1.0,1.0,1.0,0.99625826,0.0,0.9999978,1.0,1.0,0.9995789,0.1941877,0.0,0.0,0.0035899282,5.9604645e-08,0.0,0.0,0.0,0.0,0.94586164,0.0,0.4341393,0.0,1.0,1.0,0.99999744,1.0,1.0,1.0,0.9645286,0.0,0.8417371,1.0,1.0,1.0,0.9524345,0.0,0.99999994,1.0,1.0,0.99995214,0.6047653,0.0,0.0,0.0053040385,0.0,0.0,0.0,0.0,0.0,0.8797097,0.0,0.09532654,0.0,1.0,1.0,0.9996997,1.0,1.0,1.0,0.0023355782,0.0,0.18092471,1.0
6,1.0,1.0,0.9999964,0.0,1.0,1.0,1.0,0.9999522,0.99750084,0.0,0.0,0.89295197,0.0,0.0,0.0,0.0,0.0,0.9114032,0.0,0.000952363,0.0,1.0,1.0,0.9999995,1.0,1.0,1.0,0.076851994,0.0,0.00017410517,1.0,1.0,1.0,0.94543326,0.0,0.99999994,1.0,1.0,0.9999732,0.0150182545,0.0,0.0,0.00016877055,0.0,0.0,0.0,0.0,0.0,0.015066743,0.0,0.0011052191,0.0,1.0,1.0,0.99999917,1.0,1.0,1.0,0.22388741,0.0,0.9970552,1.0,1.0,1.0,0.9985525,0.0,1.0,1.0,1.0,0.99994016,0.99966913,0.0,0.0,0.18788877,0.0,0.0,0.0,0.0,0.0,0.98929715,0.0,0.0014499724,0.0,1.0,1.0,0.99999696,1.0,1.0,1.0,0.070396155,0.0,0.97835827,1.0,1.0,1.0,0.9963948,0.0,0.9999982,1.0,1.0,0.9996479,0.19822258,0.0,0.0,0.0034225285,2.9802322e-08,0.0,0.0,0.0,0.0,0.9480789,0.0,0.44867107,0.0,1.0,1.0,0.99999785,1.0,1.0,1.0,0.9646487,0.0,0.8466648,1.0,1.0,1.0,0.95511734,0.0,0.9999999,1.0,1.0,0.9999587,0.6141109,0.0,0.0,0.0044344664,0.0,0.0,0.0,0.0,0.0,0.8846746,0.0,0.093440354,0.0,1.0,1.0,0.99970716,1.0,1.0,1.0,0.0021733344,0.0,0.1784507,1.0
7,1.0,1.0,0.99999595,0.0,1.0,1.0,1.0,0.9999505,0.99728394,0.0,0.0,0.89264226,0.0,0.0,0.0,0.0,0.0,0.90368986,0.0,0.0010069609,0.0,1.0,1.0,0.9999995,1.0,1.0,1.0,0.07566437,0.0,0.0001681745,1.0,1.0,1.0,0.9464545,0.0,0.9999999,1.0,1.0,0.99997276,0.015298426,0.0,0.0,0.0001770556,0.0,0.0,0.0,0.0,0.0,0.014907956,0.0,0.0012188554,0.0,1.0,1.0,0.99999905,1.0,1.0,1.0,0.21732056,0.0,0.99697477,1.0,1.0,1.0,0.99846184,0.0,1.0,1.0,1.0,0.9999405,0.9996654,0.0,0.0,0.18831185,0.0,0.0,0.0,0.0,0.0,0.98945177,0.0,0.0015287697,0.0,1.0,1.0,0.9999969,1.0,1.0,1.0,0.07587689,0.0,0.9779602,1.0,1.0,1.0,0.9965701,0.0,0.99999815,1.0,1.0,0.99962837,0.19815892,0.0,0.0,0.003441602,0.0,0.0,0.0,0.0,0.0,0.9467881,0.0,0.44328475,0.0,1.0,1.0,0.99999785,1.0,1.0,1.0,0.965168,0.0,0.8435968,1.0,1.0,1.0,0.95510554,0.0,0.9999999,1.0,1.0,0.9999597,0.60702163,0.0,0.0,0.0046651065,0.0,0.0,0.0,0.0,0.0,0.8793335,0.0,0.09197372,0.0,1.0,1.0,0.99971247,1.0,1.0,1.0,0.002203405,0.0,0.17753118,1.0
8,1.0,1.0,0.9999968,0.0,1.0,1.0,1.0,0.99995714,0.99761987,0.0,0.0,0.89311475,0.0,0.0,0.0,0.0,0.0,0.91197824,0.0,0.00087606907,0.0,1.0,1.0,0.9999996,1.0,1.0,1.0,0.082196414,0.0,0.00016853213,1.0,1.0,1.0,0.94622856,0.0,0.9999999,1.0,1.0,0.9999757,0.013478398,0.0,0.0,0.00014609098,0.0,0.0,0.0,0.0,0.0,0.015397698,0.0,0.0011233091,0.0,1.0,1.0,0.9999992,1.0,1.0,1.0,0.2262288,0.0,0.9969574,1.0,1.0,1.0,0.99865973,0.0,1.0,1.0,1.0,0.99994123,0.9996728,0.0,0.0,0.17978212,0.0,0.0,0.0,0.0,0.0,0.9892347,0.0,0.0013390481,0.0,1.0,1.0,0.99999726,1.0,1.0,1.0,0.07419875,0.0,0.9784979,1.0,1.0,1.0,0.99653363,0.0,0.9999984,1.0,1.0,0.9996711,0.19659376,0.0,0.0,0.0031198263,0.0,0.0,0.0,0.0,0.0,0.9484961,0.0,0.44264045,0.0,1.0,1.0,0.99999803,1.0,1.0,1.0,0.96487164,0.0,0.8472986,1.0,1.0,1.0,0.9549614,0.0,0.99999994,1.0,1.0,0.9999616,0.6262307,0.0,0.0,0.0041616857,0.0,0.0,0.0,0.0,0.0,0.88857913,0.0,0.09473899,0.0,1.0,1.0,0.99973917,1.0,1.0,1.0,0.0021050274,0.0,0.17884868,1.0
